mcarm_5,mcarm_12,mcarm_3,mcarm_9,mcarm_20,mcarm_21,mcarm_11,mcarm_8,mcarm_2,mcarm_6,mcarm_19,mcarm_16,mcarm_10,mcarm_1,mcarm_13,mcarm_4,mcarm_14,mcarm_18,mcarm_17,mcarm_7,mcarm_15,mcarm_purpose_connection,mcarm_help_seeking,mcarm_beliefs_about_civilians,mcarm_resentment_regret,mcarm_regimentation,mcarm_total,wis_interdependent_11,wis_private_1,wis_family_19,wis_private_4,wis_skills_30,wis_connection_15,wis_private_5,wis_centrality_24,wis_private_7,wis_connection_17,wis_skills_31,wis_interdependent_10,wis_private_2,wis_private_6,wis_public_28,wis_public_27,wis_interdependent_12,wis_family_18,wis_public_26,wis_interdependent_9,wis_skills_29,wis_family_20,wis_centrality_23,wis_centrality_21,wis_interdependent_13,wis_centrality_22,wis_interdependent_8,wis_connection_16,wis_public_25,wis_interdependent_14,wis_private_3,wis_private_regard_total,wis_interdependent_total,wis_connection_total,wis_family_total,wis_centrality_total,wis_public_regard_total,wis_skills_total,wis_total,race_asian,race_native,race_black,race_latino,race_mena,race_pacific,race_white,race_other,race_multiple,race,rank_e1_e3,rank_e4_e6,rank_e7_e9,rank_w1_cw5,rank_o1_o3,rank_o4_o6,sex,sex_4_TEXT,sexual_orientation,sexual_orientation_6_TEXT,sex_female,sex_male,sex_nonbinary,sex_other,sexual_orientation_straight,sexual_orientation_gay,sexual_orientation_bi,sexual_orientation_other,service_era_post_wwii,service_era_korea,service_era_cold_war,service_era_vietnam,service_era_persian_gulf,service_era_post_911,service_era_multiple,service_era,military_exp_combat,military_exp_noncombat,military_exp_support,military_exp_peacekeeping,military_exp_total,military_exp_none,military_exp_any,branch_air_force,branch_army,branch_coast_guard,branch_marines,branch_navy,branch_space_force,branch_public_health,branch_none,branch_multiple,branch,discharge_reason,discharge_other,discharge_medical,discharge_unexpected,disability,disability_percent,enlisted,n_deploy,age_range,education,employment,marital,years_service,years_separation,pc_ptsd_positive_screen,mios_screener,years_of_age
5,4,4,2,4,4,3,4,4,3,4,5,5,5,3,3,3,4,5,2,4,24,13,10,12,21,80,3,3,2,3,2,3,4,4,4,3,2,3,4,4,3,3,3,3,3,3,3,2,4,4,2,3,2,3,3,4,4,26,20,9,7,15,12,7,96,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Army,Other,1,0,1,1,0.1,1,0,"(64.5,74.5]",Some college,Unemployed,Widowed,2,46,1,1,66
3,3,4,2,4,2,1,3,2,2,3,4,5,2,2,2,2,2,4,3,2,15,13,6,8,15,57,2,4,1,3,2,3,4,4,4,3,2,4,4,4,2,3,3,4,3,4,4,4,3,3,3,4,3,3,3,3,3,26,22,9,9,14,11,8,99,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,female,NA,bisexual,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Post-9/11,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Voluntary Discharge,0,0,0,1,0.6,1,1,"(34.5,44.5]",Masters degree,Full Time,Divorced,6,10,0,1,35
3,3,5,1,4,3,3,3,4,3,3,3,5,5,1,4,2,3,1,4,2,24,13,7,7,14,65,4,4,3,4,3,4,3,4,4,3,4,3,4,4,3,3,4,4,4,4,4,2,3,3,3,4,4,3,4,4,4,27,26,10,9,14,14,11,111,0,0,1,0,0,0,0,0,0,Black or African American,0,1,0,0,0,0,female,NA,gay,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Post-9/11,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Not yet discharged,0,0,0,0,0,1,0,"(18,34.5]",High school diploma or equivalent,Unemployed,Never married,5,0,0,1,23
5,3,5,1,5,2,2,5,5,5,4,3,5,5,2,4,3,2,4,4,2,29,15,7,8,17,76,2,4,1,3,1,2,3,2,4,2,1,2,3,3,3,3,3,2,3,2,3,2,2,2,1,2,1,2,3,3,3,23,14,6,5,8,12,5,73,1,0,1,0,0,0,0,0,1,Multiple,0,1,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Post-9/11,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,1,0.1,1,0,"(34.5,44.5]",Some college,Student,Married,6,1,0,1,37
5,5,5,5,3,5,5,1,4,3,5,5,3,4,2,5,1,2,5,4,5,26,13,12,11,20,82,2,4,1,3,3,4,4,2,4,4,1,1,4,4,1,1,3,1,2,2,3,1,2,2,1,3,1,2,2,2,2,25,12,10,3,9,6,7,72,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Navy,Service Completed,0,0,0,0,0,1,1,"(74.5,100]",Associates degree,Retired,Married,6,55,0,0,76
3,3,4,4,3,2,3,4,4,3,3,2,3,3,4,3,3,3,3,3,3,20,14,10,8,14,66,3,3,3,3,2,2,2,3,4,4,2,3,3,3,3,2,3,3,3,2,3,3,3,2,3,3,3,2,3,2,2,20,19,8,9,11,11,7,85,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Post-9/11,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,2,"(34.5,44.5]",Some college,Full Time,Never married,10,12,0,0,38
5,5,5,1,5,5,1,2,4,5,2,5,5,5,5,3,2,5,5,5,3,27,13,11,10,22,83,1,3,1,2,1,4,1,1,4,4,1,1,1,2,4,4,4,1,4,4,1,1,1,1,1,2,1,1,4,3,4,17,15,9,3,5,16,3,68,0,0,0,0,0,0,1,0,0,White,1,0,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,1,"(74.5,100]",Bachelors degree,Retired,Never married,4,56,0,0,80
5,3,5,3,4,5,2,3,5,5,4,5,4,5,3,3,5,3,5,3,5,28,13,8,15,21,85,2,4,2,4,3,3,4,2,4,3,3,3,4,4,3,3,3,4,3,3,2,2,3,3,1,3,3,3,3,3,4,28,18,9,8,11,12,8,94,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Navy,Service Completed,0,0,0,0,0,1,5,"(64.5,74.5]",Some college,Retired,Married,4,45,0,0,67
3,2,5,1,5,2,1,3,3,4,3,5,5,5,2,5,1,2,4,4,5,25,13,5,11,16,70,2,4,4,4,1,4,4,4,4,4,4,4,4,4,2,2,4,4,3,4,4,4,4,4,2,4,3,4,3,4,4,28,23,12,12,16,10,9,110,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,Persian Gulf: Pre-9/11,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Navy,Service Completed,0,0,0,1,0.3,1,1,"(44.5,54.5]",Masters degree,Retired,Married,6,19,0,1,53
3,2,5,3,3,5,2,4,5,3,2,5,4,5,3,5,2,3,5,5,5,26,16,7,12,18,79,2,4,1,3,2,4,3,2,4,4,3,2,4,4,3,3,2,2,3,2,3,2,2,2,3,2,3,3,3,2,3,25,16,11,5,8,12,8,85,0,0,1,0,0,0,0,0,0,Black or African American,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,1,"(74.5,100]",Some college,Retired,Married,6,55,0,0,77
5,1,5,1,5,4,1,5,5,4,1,5,5,4,2,2,1,3,5,2,3,25,13,4,9,18,69,3,3,4,4,4,4,4,2,4,3,3,3,3,4,3,3,3,4,3,3,3,3,2,3,3,4,4,4,3,3,4,26,22,11,11,11,12,10,103,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,Cold War,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,0,"(54.5,64.5]",High school diploma or equivalent,Retired,Never married,5,33,0,1,58
5,5,5,5,4,5,1,3,5,5,5,5,5,5,3,5,2,3,3,5,5,30,18,9,12,20,89,1,4,1,4,2,3,4,4,4,4,1,2,4,4,2,2,4,2,3,2,3,1,4,1,2,4,2,2,2,3,3,27,16,9,4,13,9,6,84,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Army,Voluntary Discharge,0,0,0,0,0,1,0,"(64.5,74.5]",Bachelors degree,Retired,Married,3.5,49,0,0,70
5,4,2,2,2,2,3,5,3,4,2,5,5,4,3,4,2,2,5,5,2,22,17,10,9,13,71,2,4,3,4,4,4,3,2,4,4,3,2,4,4,2,3,2,3,3,3,4,3,3,3,3,3,2,4,2,3,3,26,17,12,9,11,10,11,96,0,0,0,0,0,0,1,0,0,White,0,0,0,0,0,1,male,NA,gay,NA,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,Cold War,1,1,1,1,4,0,1,0,0,0,0,1,0,0,0,0,Navy,Other,1,0,1,0,0,0,9,"(74.5,100]",Bachelors degree,Retired,Married,27,39,0,1,84
5,4,4,3,4,4,4,3,3,2,2,5,3,4,2,4,2,3,4,3,4,22,12,10,11,17,72,3,4,4,3,2,3,4,2,4,4,3,3,4,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,25,21,10,10,9,12,8,95,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Marines,Voluntary Discharge,0,0,0,1,0.9,1,1,"(74.5,100]",High school diploma or equivalent,Retired,Married,4.5,57,0,0,76
4,3,4,2,3,4,3,5,4,4,2,4,4,4,2,2,3,3,5,3,3,22,14,8,10,17,71,2,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,2,4,3,3,3,22,18,10,9,11,12,10,92,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,female,NA,gay,NA,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,Cold War,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Navy,Medical Discharge,0,1,1,1,0.1,1,0,"(54.5,64.5]",Some college,Retired,Married,6,30,0,1,58
4,2,4,2,4,3,2,3,4,4,2,2,4,5,4,4,2,1,4,4,5,25,13,8,9,14,69,2,3,3,4,3,4,4,2,3,4,4,3,3,3,2,2,3,3,3,3,4,3,3,3,2,3,3,4,3,4,3,23,20,12,9,11,10,11,96,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Post-9/11,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,2,"(34.5,44.5]",Masters degree,Full Time,Married,6,15,0,0,41
5,5,5,1,2,5,1,1,5,5,3,5,5,5,1,5,2,3,5,1,5,30,8,7,12,18,75,1,4,3,4,3,4,4,2,4,4,3,1,4,4,2,2,4,3,2,2,4,2,4,2,2,3,1,4,2,4,4,28,15,12,8,11,8,10,92,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Persian Gulf: Pre-9/11,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Marines,Service Completed,0,0,0,0,0,1,2,"(44.5,54.5]",Masters degree,Full Time,Divorced,4,24,0,0,46
5,5,5,2,4,5,2,4,5,5,2,5,4,5,2,5,2,3,5,4,5,30,14,9,12,19,84,2,3,2,3,1,4,4,2,4,4,1,2,3,3,2,3,3,2,2,3,4,2,2,1,2,2,1,2,2,2,3,23,15,10,6,7,9,6,76,0,0,0,0,0,0,1,0,0,White,1,0,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,Cold War,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Army,Voluntary Discharge,0,0,0,0,0,1,0,"(54.5,64.5]",Bachelors degree,Full Time,Married,6,30,0,1,59
2,2,2,4,3,4,2,5,4,2,1,2,4,4,2,2,2,2,2,3,4,16,16,6,8,12,58,2,4,3,2,2,2,4,2,4,3,3,2,3,3,2,2,3,2,2,2,3,2,3,3,2,2,2,2,2,2,3,23,15,7,7,10,8,8,78,0,1,0,0,0,0,1,0,1,Multiple,1,0,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Air Force,Voluntary Discharge,0,0,0,1,0.1,1,0,"(64.5,74.5]",Bachelors degree,Retired,Married,1,53,0,0,74
3,2,3,2,4,3,2,4,4,4,2,4,4,4,2,3,2,3,3,2,2,21,12,6,8,15,62,3,4,3,3,4,3,3,2,3,3,3,2,3,4,2,3,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,23,21,9,11,12,11,11,98,0,0,0,1,0,0,0,0,0,"Hispanic, Latino, or Spanish origin",0,1,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,Persian Gulf: Pre-9/11,1,0,1,1,3,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,2,"(34.5,44.5]",Some college,Full Time,Married,6,20,0,1,43
5,2,5,2,2,5,2,2,4,2,1,5,4,4,2,3,2,3,2,3,5,23,11,6,12,13,65,3,4,4,4,4,4,4,3,4,4,4,4,4,4,2,1,4,4,2,3,4,3,4,4,2,4,2,3,2,3,4,28,21,11,11,15,7,12,105,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,Cold War,1,1,1,1,4,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,6,"(54.5,64.5]",Some college,Full Time,Married,8,32,0,1,58
2,3,2,1,2,4,1,4,4,4,2,5,3,4,2,3,1,2,5,2,5,19,10,6,11,15,61,3,3,1,3,1,2,4,3,4,3,2,2,3,4,2,2,3,2,2,2,3,2,3,2,3,2,2,3,2,2,3,24,17,8,5,10,8,6,78,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,Persian Gulf: Pre-9/11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Air Force,Voluntary Discharge,0,0,0,1,0.8,1,0,"(44.5,54.5]",Some college,Unemployed,Married,3,20,0,0,45
2,5,4,1,1,5,2,5,2,1,1,2,5,2,5,2,1,2,2,2,1,13,13,12,4,11,53,1,3,1,4,1,4,1,1,3,3,3,2,2,3,1,3,1,2,3,1,4,1,1,1,3,1,1,1,1,3,3,19,12,8,4,4,8,8,63,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Post-9/11,1,1,0,1,3,0,1,1,0,0,0,0,0,0,0,0,Air Force,Voluntary Discharge,0,0,0,0,0,1,3,"(18,34.5]",Bachelors degree,Full Time,Married,9,7,0,1,34
3,2,3,1,2,2,1,4,4,2,1,5,5,5,1,4,1,2,4,3,1,21,13,4,7,11,56,3,3,4,3,4,4,4,3,4,4,4,3,4,4,2,2,4,4,2,4,4,4,3,4,4,4,4,4,3,4,4,26,26,12,12,14,9,12,111,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Persian Gulf: Pre-9/11,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,0,"(44.5,54.5]",Associates degree,Unemployed,Divorced,4,25,0,1,50
5,5,5,5,3,3,4,4,5,5,4,5,4,5,5,5,4,2,5,5,5,30,18,14,14,17,93,1,4,2,4,2,4,4,2,4,4,3,3,4,4,3,3,3,3,3,3,4,1,3,3,2,3,3,1,3,3,3,27,18,9,6,11,12,9,92,0,0,0,0,0,0,1,0,0,White,0,0,0,1,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,Cold War,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,0,1,"(74.5,100]",Applied or professional doctorate,Retired,Married,20,23,0,0,82
5,3,4,3,4,4,2,4,3,4,3,5,4,4,2,4,3,3,4,4,4,24,15,7,12,18,76,2,3,2,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,2,3,21,17,8,7,8,12,7,80,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,1,1,1,0,3,0,1,1,0,0,0,1,0,0,0,1,Multiple,Service Completed,0,0,0,1,0.7,1,3,"(64.5,74.5]",Masters degree,Retired,Married,11,41,0,0,71
5,3,5,3,2,5,1,2,5,3,2,5,5,5,2,3,3,2,3,4,2,26,14,6,10,14,70,1,3,1,3,4,4,4,1,4,3,2,1,3,4,3,3,4,3,3,2,4,2,3,3,3,3,2,3,3,3,3,24,16,10,6,10,12,10,88,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,1,1,0,2,0,1,0,0,0,0,1,0,0,0,0,Navy,Service Completed,0,0,0,1,0.1,1,3,"(74.5,100]",Bachelors degree,Retired,Married,6,50,0,1,78
5,4,4,3,4,5,3,4,5,4,3,5,4,4,1,3,2,3,2,5,5,25,16,8,12,17,78,2,4,3,3,3,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,3,3,3,3,3,4,4,3,3,4,27,24,12,10,13,13,10,109,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Air Force,Voluntary Discharge,0,0,0,0,0,1,1,"(74.5,100]",High school diploma or equivalent,Retired,Divorced,4.5,44,0,0,78
5,3,4,2,4,5,3,3,4,5,2,5,4,5,3,4,2,3,4,4,3,27,13,9,10,18,77,2,3,1,3,2,3,3,2,3,2,2,2,3,3,2,3,3,3,3,2,3,4,2,2,2,2,2,3,3,3,3,21,16,8,8,8,11,7,79,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,0,"(64.5,74.5]",Associates degree,Retired,Married,6,50,0,1,72
5,4,5,1,5,1,1,5,5,5,1,5,5,5,2,5,4,2,5,5,1,30,16,7,10,14,77,4,4,2,4,2,2,3,3,4,2,1,3,3,4,4,4,4,4,3,4,3,3,2,3,2,3,4,2,4,4,4,26,25,6,9,11,15,6,98,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Post-9/11,0,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,Air Force,Service Completed,0,0,0,0,0,1,1,"(44.5,54.5]",Masters degree,Full Time,Married,6,15,0,0,46
5,5,5,5,4,5,5,5,4,4,4,4,4,5,5,4,4,5,4,5,4,27,19,15,12,22,95,2,3,1,3,2,2,3,2,4,3,1,1,2,2,3,3,3,1,3,2,2,1,2,2,1,2,1,2,3,2,3,20,12,7,3,8,12,5,67,0,0,0,0,0,0,1,0,0,White,1,0,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Persian Gulf: Pre-9/11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Navy,Service Completed,0,0,0,0,0,1,0,"(44.5,54.5]",High school diploma or equivalent,Unemployed,Married,4,25,0,0,53
5,3,5,4,4,5,2,5,5,4,3,5,5,5,4,4,3,4,5,5,5,28,19,9,13,21,90,1,4,1,3,3,2,4,2,4,3,1,3,4,4,2,2,3,3,2,3,4,2,3,3,3,3,2,3,2,4,4,27,19,8,6,11,8,8,87,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,1,0.3,1,2,"(64.5,74.5]",Applied or professional doctorate,Retired,Never married,6,45,0,0,73
5,3,5,2,4,5,2,5,5,5,5,5,5,5,5,5,2,4,5,5,5,30,17,10,12,23,92,3,4,1,4,3,4,4,1,4,4,3,2,4,4,2,3,4,3,3,2,4,2,3,4,2,3,3,4,3,3,4,28,19,12,6,11,11,10,97,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Marines,Service Completed,0,0,0,1,0.1,1,0,"(64.5,74.5]",Associates degree,Full Time,Married,6,42,0,1,65
5,5,5,5,5,5,3,2,5,5,3,5,5,5,5,5,2,4,5,5,5,30,17,13,12,22,94,1,4,2,3,2,3,4,2,4,4,1,3,4,4,3,3,4,1,3,3,3,2,3,3,1,3,1,2,3,3,3,26,16,9,5,11,12,6,85,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,0,"(74.5,100]",Some college,Retired,Divorced,6,56,0,0,83
5,3,4,2,4,4,2,4,4,2,4,5,4,4,4,4,2,2,5,4,4,23,14,9,11,19,76,1,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,2,2,2,2,3,2,3,3,2,4,22,16,9,6,10,12,8,83,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,0,"(74.5,100]",Some college,Retired,Married,3,58,0,0,80
5,5,5,2,4,4,1,4,5,4,2,2,4,5,3,4,4,2,5,4,5,28,14,9,11,17,79,2,4,1,4,3,4,4,2,4,4,1,1,4,4,4,3,3,3,4,3,2,2,3,1,3,3,2,4,4,3,4,28,17,12,6,9,15,6,93,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Air Force,Service Completed,0,0,0,0,0,1,1,"(64.5,74.5]",Associates degree,Retired,Married,4,50,0,0,71
5,4,4,2,4,5,2,5,5,5,4,5,5,5,2,4,2,4,5,5,4,28,17,8,11,22,86,3,4,2,4,3,4,4,2,4,4,2,2,4,4,3,3,4,3,3,3,4,3,4,3,2,3,2,3,3,2,4,28,18,11,8,12,12,9,98,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Cold War,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,0,"(64.5,74.5]",Bachelors degree,Retired,Divorced,3,37,0,0,67
5,4,5,5,5,5,3,3,5,2,4,5,1,5,4,4,3,4,2,5,5,26,14,11,13,20,84,1,3,1,1,1,4,4,4,4,3,1,1,3,3,3,3,3,2,3,3,3,1,2,2,2,2,2,1,3,3,4,22,15,8,4,10,12,5,76,0,0,0,0,0,0,1,0,0,White,1,0,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Navy,Voluntary Discharge,0,0,0,0,0,1,0,"(64.5,74.5]",Associates degree,Retired,Married,2,50,0,0,73
5,5,5,2,4,4,3,4,5,5,4,5,4,5,2,5,2,4,4,5,5,30,15,10,12,20,87,2,4,1,4,2,3,3,2,4,3,2,2,4,3,3,3,3,2,3,3,3,1,2,2,2,2,1,3,3,2,3,25,15,9,4,8,12,7,80,0,0,0,0,0,0,1,0,0,White,1,0,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,Navy,Service Completed,0,0,0,0,0,1,0,"(74.5,100]",Associates degree,Retired,Never married,4,53,0,0,78
4,4,3,1,3,2,2,4,3,4,3,3,4,3,2,1,3,4,1,3,3,18,12,8,9,13,60,4,2,1,3,2,3,1,2,1,2,3,3,2,2,3,1,3,2,4,4,3,2,2,4,2,2,3,2,3,3,3,14,22,7,5,10,11,8,77,0,0,0,0,0,0,1,0,0,White,0,0,0,0,1,0,female,NA,bisexual,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Post-9/11,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,Army,Medical Discharge,0,1,1,1,0.5,0,2,"(34.5,44.5]",Associates degree,Irregular,Married,9,3,1,1,40
5,3,5,4,3,3,2,5,5,4,3,5,5,5,2,5,1,2,5,5,5,29,19,7,11,16,82,3,4,3,4,3,4,4,3,4,2,3,3,4,4,2,2,4,3,2,3,4,3,3,3,3,3,3,3,2,3,4,28,22,9,9,12,8,10,98,0,1,1,0,0,0,0,0,1,Multiple,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,Cold War,1,1,0,1,3,0,1,0,1,0,0,1,0,0,0,1,Multiple,Service Completed,0,0,0,1,0.2,1,2,"(54.5,64.5]",Some college,Retired,Divorced,22,19,0,0,63
5,3,5,4,4,5,3,5,5,5,2,5,5,5,4,5,3,3,5,5,5,30,19,10,13,19,91,1,4,4,4,3,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,3,3,4,3,4,4,28,22,12,11,14,12,11,110,0,0,0,0,0,0,1,0,0,White,0,0,0,0,0,1,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,Cold War,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Air Force,Service Completed,0,0,0,1,0.1,0,0,"(64.5,74.5]",Masters degree,Retired,Married,20,28,0,0,70
