mcarm_5,mcarm_12,mcarm_3,mcarm_9,mcarm_20,mcarm_21,mcarm_11,mcarm_8,mcarm_2,mcarm_6,mcarm_19,mcarm_16,mcarm_10,mcarm_1,mcarm_13,mcarm_4,mcarm_14,mcarm_18,mcarm_17,mcarm_7,mcarm_15,mcarm_purpose_connection,mcarm_help_seeking,mcarm_beliefs_about_civilians,mcarm_resentment_regret,mcarm_regimentation,mcarm_total,wis_interdependent_11,wis_private_1,wis_family_19,wis_private_4,wis_skills_30,wis_connection_15,wis_private_5,wis_centrality_24,wis_private_7,wis_connection_17,wis_skills_31,wis_interdependent_10,wis_private_2,wis_private_6,wis_public_28,wis_public_27,wis_interdependent_12,wis_family_18,wis_public_26,wis_interdependent_9,wis_skills_29,wis_family_20,wis_centrality_23,wis_centrality_21,wis_interdependent_13,wis_centrality_22,wis_interdependent_8,wis_connection_16,wis_public_25,wis_interdependent_14,wis_private_3,wis_private_regard_total,wis_interdependent_total,wis_connection_total,wis_family_total,wis_centrality_total,wis_public_regard_total,wis_skills_total,wis_total,race_asian,race_native,race_black,race_latino,race_mena,race_pacific,race_white,race_other,race_multiple,race,rank_e1_e3,rank_e4_e6,rank_e7_e9,rank_w1_cw5,rank_o1_o3,rank_o4_o6,sex,sex_4_TEXT,sexual_orientation,sexual_orientation_6_TEXT,sex_female,sex_male,sex_nonbinary,sex_other,sexual_orientation_straight,sexual_orientation_gay,sexual_orientation_bi,sexual_orientation_other,service_era_post_wwii,service_era_korea,service_era_cold_war,service_era_vietnam,service_era_persian_gulf,service_era_post_911,service_era_multiple,service_era,military_exp_combat,military_exp_noncombat,military_exp_support,military_exp_peacekeeping,military_exp_total,military_exp_none,military_exp_any,branch_air_force,branch_army,branch_coast_guard,branch_marines,branch_navy,branch_space_force,branch_public_health,branch_none,branch_multiple,branch,discharge_reason,discharge_other,discharge_medical,discharge_unexpected,disability,disability_percent,enlisted,n_deploy,age_range,education,employment,marital,years_service,years_separation,pc_ptsd_positive_screen,mios_screener,years_of_age
3,2,3,2,4,4,2,5,1,4,3,4,4,3,2,2,1,2,5,3,3,16,14,6,8,18,62,4,4,4,4,4,3,4,3,4,3,4,4,4,4,1,3,4,4,3,4,4,4,4,3,4,3,3,3,3,3,3,27,26,9,12,13,10,12,109,0,0,0,1,0,0,0,0,0,"Hispanic, Latino, or Spanish origin",0,1,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,Cold War,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,Marines,Service Completed,0,0,0,0,0,1,0,"(44.5,54.5]",Bachelors degree,Full Time,Divorced,8,30,0,1,53
5,2,5,3,3,5,1,1,5,4,2,5,5,5,2,5,2,2,5,1,5,29,10,5,12,17,73,2,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,3,3,4,4,4,3,4,4,4,4,3,3,4,28,24,12,12,14,12,12,114,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Persian Gulf: Pre-9/11,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,Navy,Service Completed,0,0,0,0,0,1,2,"(54.5,64.5]",Bachelors degree,Retired,Divorced,6,25,0,0,59
4,3,4,4,4,5,2,3,3,4,2,4,5,5,3,4,4,3,3,3,4,24,15,8,12,17,76,2,3,2,4,2,2,4,2,4,4,1,2,4,4,3,3,3,2,3,2,4,1,3,3,2,4,1,2,3,2,4,27,14,8,5,12,12,7,85,0,0,0,0,0,0,1,0,0,White,1,0,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Persian Gulf: Pre-9/11,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Army,Other,1,0,1,0,0,1,0,"(64.5,74.5]",Masters degree,Retired,Married,1,31,0,1,71
4,3,4,2,4,2,1,4,4,3,3,5,5,5,2,4,4,2,2,4,4,24,15,6,13,13,71,2,4,3,4,3,3,4,3,4,4,2,2,4,4,3,3,3,3,3,3,4,3,3,3,2,4,2,3,3,2,3,27,16,10,9,13,12,9,96,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,Persian Gulf: Pre-9/11,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,1,"(34.5,44.5]",Bachelors degree,Full Time,Divorced,5,19,0,1,43
5,5,5,5,3,5,2,5,4,5,4,5,5,5,2,5,2,3,4,5,5,29,20,9,12,19,89,3,4,2,4,3,4,4,4,4,4,2,3,3,3,3,3,4,3,3,3,4,3,4,4,4,3,2,3,3,3,3,25,22,11,8,15,12,9,102,0,0,0,0,0,0,1,0,0,White,1,0,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,Cold War,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Air Force,Service Completed,0,0,0,0,0,1,4,"(74.5,100]",Some college,Retired,Divorced,4,43,0,1,79
4,3,5,2,2,4,1,5,5,5,3,5,5,5,4,4,1,3,5,4,5,28,16,8,11,17,80,3,4,2,4,2,4,4,2,4,4,3,4,4,4,2,3,4,3,3,3,3,3,3,3,3,4,3,3,2,4,4,28,24,11,8,12,10,8,101,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,1,1,1,0,3,0,1,0,0,0,0,1,0,0,0,0,Navy,Service Completed,0,0,0,1,0.1,1,3,"(74.5,100]",Associates degree,Retired,Married,7,52,0,0,76
2,3,3,2,3,2,2,5,3,2,3,2,3,3,2,3,1,3,4,4,3,16,14,7,6,15,58,2,3,2,3,2,2,3,2,3,3,2,3,3,3,2,3,3,4,3,3,4,3,3,3,2,2,3,4,3,3,3,21,19,9,9,10,11,8,87,0,0,1,0,0,0,0,0,0,Black or African American,0,1,0,0,0,0,female,NA,other,No label,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Post-9/11,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Air Force,Medical Discharge,0,1,1,1,0.1,1,1,"(34.5,44.5]",Associates degree,Irregular,Never married,4,10,1,1,37
5,5,5,4,3,4,5,3,5,4,3,5,5,5,3,5,2,4,5,4,5,29,16,13,12,19,89,3,4,1,4,2,3,4,3,4,3,2,2,4,4,3,3,4,2,3,3,3,2,3,3,2,3,3,3,3,2,4,28,19,9,5,12,12,7,92,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Air Force,Service Completed,0,0,0,0,0,1,0,"(74.5,100]",Some college,Retired,Married,2,56,0,0,76
3,2,3,2,3,2,3,4,3,4,2,2,2,2,2,2,2,2,1,2,1,17,10,7,5,10,49,2,3,3,3,2,3,3,2,4,3,3,3,3,4,2,2,3,4,2,3,3,3,3,3,2,3,3,3,2,3,3,23,19,9,10,11,8,8,88,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Post-9/11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Navy,Not yet discharged,0,0,0,0,0,1,0,"(18,34.5]",High school diploma or equivalent,Full Time,Divorced,3,0,1,1,33
3,3,4,1,4,4,2,3,4,4,2,5,4,4,3,2,2,2,3,1,5,21,9,8,12,15,65,2,4,2,4,2,4,3,2,4,4,3,2,4,4,3,4,4,2,3,3,3,2,2,3,2,4,3,2,2,3,4,27,19,10,6,11,12,8,93,0,0,0,0,0,0,1,0,0,White,0,0,0,0,1,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Army,Voluntary Discharge,0,0,0,0,0,0,0,"(74.5,100]",Bachelors degree,Retired,Married,6,53,0,0,81
5,3,5,5,4,5,2,5,5,4,5,5,4,5,3,4,3,3,5,5,4,28,19,8,12,22,89,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,28,26,12,12,16,12,11,117,0,1,0,0,0,0,1,0,1,Multiple,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,Persian Gulf: Pre-9/11,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,6,"(54.5,64.5]",Associates degree,Full Time,Married,12,20,0,0,64
4,3,3,2,3,1,2,3,3,4,3,4,5,4,3,3,4,2,3,5,1,21,15,8,9,12,65,3,4,1,3,4,2,2,3,4,2,2,2,4,4,4,3,3,4,1,3,4,3,4,3,4,4,4,3,3,2,4,25,21,7,8,14,11,10,96,0,0,0,0,0,0,1,0,0,White,0,0,0,1,0,0,male,NA,bisexual,NA,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,Persian Gulf: Pre-9/11,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Marines,Service Completed,0,0,0,1,0.1,0,3,"(44.5,54.5]",High school diploma or equivalent,Retired,Never married,15,10,0,0,54
5,5,5,4,5,5,3,1,5,5,2,5,4,5,3,5,2,4,5,3,5,30,12,11,12,21,86,1,4,1,4,2,4,4,1,4,4,1,3,4,4,4,4,4,3,4,3,3,2,2,2,4,3,2,3,3,3,3,27,20,11,6,8,15,6,93,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Navy,Service Completed,0,0,0,0,0,1,0,"(74.5,100]",High school diploma or equivalent,Retired,Married,4,59,0,0,83
4,3,4,3,4,4,2,2,4,4,4,4,2,4,3,4,2,3,2,4,2,24,11,8,8,17,68,2,3,2,3,2,3,3,2,3,3,3,2,3,3,2,3,3,2,3,3,3,2,2,3,3,2,3,2,3,2,2,20,18,8,6,9,11,8,80,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,1,"(64.5,74.5]",High school diploma or equivalent,Full Time,Married,3,52,0,0,74
3,3,3,2,3,4,1,4,4,2,4,5,4,4,2,3,2,3,3,4,4,19,14,6,11,17,67,2,4,1,4,2,4,3,2,4,3,3,3,4,4,2,2,4,2,2,3,4,1,3,3,3,3,3,3,2,3,4,27,21,10,4,11,8,9,90,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Navy,Service Completed,0,0,0,0,0,1,1,"(64.5,74.5]",High school diploma or equivalent,Retired,Married,4,44,0,0,67
3,3,4,2,3,2,2,5,5,5,1,5,5,5,2,5,5,4,5,5,5,27,17,7,15,15,81,2,4,2,4,3,4,3,4,4,4,3,2,4,4,4,4,4,4,4,3,4,3,4,3,2,4,2,4,4,4,4,27,19,12,9,15,16,10,108,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,Cold War,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,2,"(54.5,64.5]",High school diploma or equivalent,Full Time,Divorced,6,30,0,0,55
5,5,5,3,4,5,4,4,5,5,2,5,5,5,5,5,5,2,5,5,5,30,17,14,15,18,94,2,4,1,4,4,4,4,4,4,4,3,2,4,4,4,4,3,2,4,3,4,1,4,4,2,3,3,4,4,3,4,28,18,12,4,15,16,11,104,0,0,0,0,0,0,1,0,0,White,0,0,0,0,0,1,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Air Force,Voluntary Discharge,0,0,0,0,0,0,1,"(74.5,100]",Masters degree,Retired,Widowed,13,46,0,0,82
5,5,5,5,5,5,4,5,5,5,3,5,5,5,5,5,4,2,5,5,5,30,20,14,14,20,98,3,4,1,4,3,4,4,4,4,4,2,1,4,4,4,4,4,3,4,3,4,4,4,4,3,4,1,4,4,4,4,28,19,12,8,16,16,9,108,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,Navy,Voluntary Discharge,0,0,0,0,0,1,0,"(74.5,100]",Some college,Retired,Married,9,49,0,0,76
5,3,5,5,3,5,2,5,5,5,5,5,4,5,3,4,2,2,5,5,5,29,19,8,12,20,88,3,4,2,4,2,4,4,4,4,4,3,3,4,4,2,3,4,3,3,3,4,3,2,4,2,3,3,4,4,3,4,28,21,12,8,13,12,9,103,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,0,"(64.5,74.5]",Some college,Retired,Married,3,45,0,1,66
5,3,3,4,4,4,2,4,4,3,2,5,5,4,4,3,2,3,4,4,5,22,17,9,12,17,77,2,4,2,3,3,2,4,2,4,4,3,2,3,4,3,4,4,3,3,4,3,2,3,2,3,3,3,3,3,3,4,26,21,9,7,10,13,9,95,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,Cold War,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Army,Medical Discharge,0,1,1,1,0.1,1,0,"(54.5,64.5]",Bachelors degree,Part Time,Married,5,32,0,0,55
5,5,5,4,4,5,3,3,4,3,4,5,5,4,4,3,2,3,5,4,5,24,16,12,12,21,85,2,4,1,3,2,4,4,2,4,4,3,3,3,4,2,3,3,3,3,3,3,3,1,3,2,3,2,3,3,3,3,25,18,11,7,9,11,8,89,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,0,"(74.5,100]",High school diploma or equivalent,Retired,Married,6,51,0,0,79
3,2,2,1,4,4,2,5,4,5,1,5,5,4,1,1,1,1,4,2,3,19,13,5,9,14,60,1,4,1,2,1,3,4,1,3,3,1,1,3,3,2,2,3,3,3,2,4,1,2,1,3,2,1,1,2,1,3,22,12,7,5,6,9,6,67,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,1,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,1,"(74.5,100]",Some college,Part Time,Married,6,51,0,1,76
5,3,5,5,5,5,1,5,5,5,5,5,5,5,3,5,3,4,5,5,5,30,20,7,13,24,94,2,4,3,4,3,4,4,2,4,3,4,2,4,4,3,3,4,3,4,3,4,2,3,4,3,3,3,4,3,4,4,28,21,11,8,12,13,11,104,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Navy,Service Completed,0,0,0,1,0.2,1,2,"(74.5,100]",Some college,Retired,Married,4,56,0,0,77
5,1,3,2,4,5,1,5,5,4,4,5,4,5,1,3,3,2,5,5,5,25,16,3,13,20,77,3,4,4,4,4,4,4,1,4,4,4,3,4,4,2,2,4,4,2,3,4,4,3,1,3,3,3,4,1,4,4,28,23,12,12,8,7,12,102,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,Marines,Service Completed,0,0,0,0,0,1,1,"(64.5,74.5]",Associates degree,Retired,Married,3,52,0,0,73
5,4,5,4,3,2,4,5,5,5,4,5,5,5,2,4,2,2,5,5,2,29,19,10,9,16,83,3,4,2,4,3,3,4,3,4,2,4,3,4,4,3,3,3,3,3,3,4,2,3,3,2,3,3,3,3,4,4,28,21,8,7,12,12,11,99,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,Cold War,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Air Force,Service Completed,0,0,0,0,0,1,0,"(44.5,54.5]",Masters degree,Full Time,Married,4,32,0,1,54
5,3,3,2,4,5,3,3,4,4,4,5,5,4,3,4,2,2,5,4,5,24,14,9,12,20,79,2,4,2,3,3,3,4,2,4,2,2,2,4,4,2,2,3,2,2,2,3,2,2,2,2,3,2,2,2,3,3,26,16,7,6,9,8,8,80,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Air Force,Service Completed,0,0,0,0,0,1,0,"(74.5,100]",Bachelors degree,Retired,Divorced,3.5,49,0,0,76
2,2,2,1,5,2,1,2,4,1,1,2,4,4,1,1,1,2,2,2,5,14,9,4,8,12,47,3,3,4,4,2,4,3,4,4,4,4,4,4,4,2,4,4,3,3,4,4,3,4,4,4,4,4,4,2,4,4,26,27,12,10,16,11,10,112,0,0,0,1,0,0,0,0,0,"Hispanic, Latino, or Spanish origin",0,0,0,0,1,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Post-9/11,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Marines,Service Completed,0,0,0,1,0.4,0,2,"(34.5,44.5]",Bachelors degree,Part Time,Married,10,6,0,1,37
4,5,5,4,3,5,2,3,5,5,3,5,3,5,3,5,4,2,5,3,5,29,13,10,14,18,84,2,3,2,3,3,3,4,2,4,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,23,19,9,7,11,12,8,89,0,0,0,0,0,0,1,0,0,White,1,0,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,Cold War,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Air Force,Service Completed,0,0,0,0,0,1,0,"(54.5,64.5]",Some college,Part Time,Never married,4,31,0,0,57
4,5,5,1,4,5,2,1,5,4,1,5,3,5,2,5,5,4,5,2,5,28,7,9,15,19,78,3,4,2,4,3,3,4,2,4,4,4,3,4,4,3,3,4,3,3,4,4,2,3,1,2,3,2,4,3,3,4,28,21,11,7,9,12,11,99,0,1,0,0,0,0,1,0,1,Multiple,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Persian Gulf: Pre-9/11,1,1,0,1,3,0,1,0,0,0,0,1,0,0,0,0,Navy,Voluntary Discharge,0,0,0,0,0,1,7,"(44.5,54.5]",Associates degree,Full Time,Divorced,8,24,0,0,51
5,5,5,3,4,5,2,4,5,5,5,5,5,5,3,3,5,3,5,5,5,28,17,10,15,22,92,2,4,3,3,3,4,4,3,4,4,3,3,4,4,4,4,3,3,3,3,4,2,3,3,4,4,3,3,3,3,4,27,21,11,8,13,14,10,104,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Cold War,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Navy,Service Completed,0,0,0,0,0,1,2,"(64.5,74.5]",Associates degree,Retired,Married,6,39,0,0,67
5,3,5,3,2,4,3,3,4,5,2,3,1,4,3,4,3,2,3,1,3,27,8,9,9,13,66,3,3,1,3,2,3,3,2,4,2,1,2,3,3,2,2,3,3,3,2,3,2,2,2,2,2,3,3,2,3,3,22,18,8,6,8,9,6,77,0,0,0,0,0,0,1,0,0,White,1,0,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,Navy,Service Completed,0,0,0,0,0,1,2,"(74.5,100]",Some college,Retired,Divorced,4,49,0,0,75
5,5,3,4,1,5,1,1,4,5,1,5,4,4,2,4,4,5,2,4,5,25,13,8,14,14,74,2,4,1,3,4,4,4,3,4,4,3,3,4,4,3,3,4,3,3,2,1,1,4,4,2,4,4,3,3,3,4,27,20,11,5,15,12,8,98,0,0,0,0,0,0,0,1,0,"Some other race, ethnicity, or origin",0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,Cold War,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Air Force,Service Completed,0,0,0,0,0,1,0,"(54.5,64.5]",Some college,Retired,Married,4,40,0,0,63
5,5,5,5,4,5,2,3,5,4,2,5,4,4,3,5,4,3,5,4,5,28,16,10,14,19,87,3,3,2,3,2,4,4,4,4,4,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,23,21,11,7,13,12,6,93,0,0,0,1,0,0,0,0,0,"Hispanic, Latino, or Spanish origin",0,0,0,0,1,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,0,1,"(74.5,100]",Bachelors degree,Retired,Married,6,53,0,0,76
5,5,5,4,4,4,3,4,5,5,4,5,5,4,4,5,5,4,5,5,5,29,18,12,15,21,95,3,4,2,3,3,4,4,3,4,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,4,4,3,3,26,21,11,8,12,15,9,102,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,Cold War,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,1,"(64.5,74.5]",Bachelors degree,Retired,Never married,21,30,0,0,70
5,2,5,1,4,4,1,1,3,2,2,5,5,4,3,3,2,1,3,3,3,22,10,6,10,14,62,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,3,3,4,4,3,4,2,4,3,3,4,28,23,12,10,16,13,10,112,0,0,0,0,0,0,1,0,0,White,0,0,0,0,1,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,1,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,0,1,"(74.5,100]",Bachelors degree,Retired,Married,3,50,0,0,76
5,5,5,2,3,5,5,3,4,4,3,5,4,4,5,4,2,5,5,3,5,26,12,15,12,21,86,1,4,1,3,3,4,4,2,4,4,1,1,3,3,3,3,3,2,3,2,3,1,4,4,1,2,2,3,3,3,3,24,13,11,4,12,12,7,83,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,Multiple,Service Completed,0,0,0,0,0,1,2,"(64.5,74.5]",Associates degree,Retired,Married,5,50,0,0,72
5,3,4,2,3,4,2,3,4,4,4,5,4,5,3,4,2,4,4,3,4,26,12,8,11,19,76,3,4,2,4,1,3,4,2,4,3,2,3,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,28,22,9,8,11,12,7,97,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,1,0,1,1,"(74.5,100]",Bachelors degree,Part Time,Married,6,53,0,0,82
5,5,5,4,5,5,2,4,5,5,2,5,4,5,5,5,3,4,5,5,5,30,17,12,13,21,93,2,4,2,3,2,4,4,2,4,4,2,2,4,4,3,3,2,2,3,2,4,2,3,2,2,3,1,3,3,2,3,26,13,11,6,10,12,8,86,0,0,0,0,0,0,1,0,0,White,0,0,0,0,1,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Air Force,Service Completed,0,0,0,0,0,0,1,"(74.5,100]",Bachelors degree,Retired,Married,4,52,0,0,78
2,5,4,1,4,5,3,4,5,5,3,5,5,5,5,3,5,4,5,4,5,24,14,13,15,21,87,1,4,2,4,3,3,4,2,4,4,3,2,4,4,4,3,3,3,3,2,4,2,4,4,2,3,2,4,3,3,4,28,15,11,7,13,13,10,97,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,female,NA,straight,NA,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Army,Voluntary Discharge,0,0,0,0,0,1,0,"(64.5,74.5]",Some college,Retired,Widowed,3,46,0,0,71
5,5,5,2,3,4,4,4,5,5,2,5,5,5,5,5,1,2,5,4,5,30,15,14,11,16,86,2,4,3,3,3,4,4,2,4,4,3,3,4,4,3,4,3,3,3,3,3,3,4,3,2,4,2,4,3,4,4,27,19,12,9,13,13,9,102,0,0,0,0,0,0,1,0,0,White,0,0,0,0,0,1,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,Cold War,0,1,0,1,2,0,1,0,0,0,0,1,0,0,0,0,Navy,Service Completed,0,0,0,0,0,0,2,"(64.5,74.5]",Masters degree,Retired,Married,30,20,0,0,72
5,2,4,3,3,4,2,3,4,5,3,5,5,5,3,4,1,3,4,4,3,27,15,7,9,17,75,3,3,1,3,2,3,3,2,4,3,2,3,3,3,2,2,4,3,2,3,3,2,3,3,2,3,2,3,2,3,3,22,20,9,6,11,8,7,83,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Army,Service Completed,0,0,0,0,0,1,1,"(74.5,100]",Bachelors degree,Retired,Married,2,55,0,1,81
5,5,5,5,4,5,3,4,5,4,4,5,5,5,3,4,4,4,4,5,3,28,19,11,12,21,91,3,4,2,4,3,3,4,2,4,4,2,3,4,4,3,3,4,3,3,3,4,3,4,4,2,4,3,4,3,4,4,28,22,11,8,14,12,9,104,0,0,0,0,0,0,1,0,0,White,0,1,0,0,0,0,male,NA,straight,NA,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,Cold War,0,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,Marines,Service Completed,0,0,0,0,0,1,2,"(64.5,74.5]",Bachelors degree,Retired,Married,3,50,0,0,72
